"id","name","bid","bname","stars","date","text"
"MlDK781Vti5qOH1qN0yfuw","Brittany","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2016-06-13 00:00:00","Just witnessed the manager yelling at a bunch of customers. This is supposed to be a family freandly place. Im now no longer comfortable coming here. My children don't need to hear this!!"
"mmAcpelY5OdTLgwjDDB6Lw","Robert","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2016-01-27 00:00:00","SCAM ALERT!  I should probably give this place more than 1 star b/c there are things that I like.  But I have a difficult time when places are blatantly being cheap and cheating children and families.  

Specifically, I'm referring to their Wizard of Oz machine which is one of those coin dozer type games where you knock coins down.  This game was fun to us at first b/c it has cards that you can collect and if you manage to gather them all, you can turn them in for a ticket bonus of like 2000 tickets.  So I learn that the Toto dog card is the rarest of the bunch and there are only a few in each machine.  And obviously you need this card to complete the set and the ticket bonus.  Well obviously they are aware of this too b/c they literally have all of the Toto cards out of play.  How do I know this?  Because they are stupid enough to put them in the machines at the very top of the decks so that you can see that they are in there.  But the cards fall from the bottom and somehow the Toto card is always on top.  Not 1. Not 2. But 3 in plain view and out of play.  I have been in and out of there for over 6 months and just check as I walk by and they are still right there on top.  

I would never accuse a place of being shady or trying to scam people without being sure... but I think 6 months straight is a fair amount of time to base my accusations.  I have pictures as proof on my other phone.  Who knows what other games they have rigged that aren't so obvious.  It's sad really that a business would be so cheap when it comes to winning a relatively small amount of tickets used to buy mostly junk toys.

Shame on Gameworks for taking a game that is expensive to play anyways and feeling the need to cheat children and families.  

I'm taking my business to other places.  John's Incredible Pizza is a very good alternative for those that don't like to support shady businesses."
"MowgkrZB_wvC5GimuXiF6w","Pam","fNMVV_ZX7CJSDWQGdOM8Nw","Showmars Government Center","4","2010-10-22 00:00:00","You've gotta get the fried fish sandwich! While down here for a conference, my coworker who was local convinced me I had to try the fish sandwich...and get one to take on the plane too. While the crinkle cut fries are uber tasty, they're not the most amazing thing I've ever had. The mac and cheese was a good call (more on the gooey side) and the fish, while messy, was simply astounding. All for approx $10 too. plus they're a local Charlotte family chain, which I absolutely adore. Service was prompt. The only thing is that they close at 3pm. 

If I ever get to come back to Charlotte, I'll pick up some Showmars!"
"mrc41xTeOT0K14jpPko7zA","Nicholas","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2014-08-13 00:00:00","Very disappointed with the ""New and Improved"" GameWorks. I do understand it is a smaller location from there last, but its so cramped in there. Usually lines for arcades that dont even work right. Over-priced. Just not a place where I would spend my day with friends."
"mrEkRTKzdj1PqIkMOxAFLw","Lisa","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","5","2017-08-12 00:00:00","I've lived near Charr for quite some time and FINALLY stopped in for dinner....OMG it is SOOOO GOOD! If you're in the mood for a burger that is on the gourmet end of the spectrum you won't be disappointed. Everything we tried was delicious, including the truffle fries and sweet potato fries. My boyfriend was also very pleased with the beer selection."
"Ms6wty1p8-ThKSvqaavlXA","Rachel","1K4qrnfyzKzGgJPBEcJaNQ","Chula Taberna Mexicana","2","2017-10-22 00:00:00","The worst Mexican restaurant I've been to in a long time. My boyfriend and I came to Chula a while ago, and it was not a good meal, atmosphere or service. 

1. Turn the music down, your waitress should not have to ask your customer 4 times what they want.

2. Your portions are small, over priced, and over rated.

3. Your staff is rude, not helpful, and cannot take orders properly.

P.s. Bad mojitos."
"MtIiijK08kUt0YfIqv4UhA","Linda","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2015-02-17 00:00:00","Honestly, the only thing good about this restaurant is that it is in the neighborhood and we have very few restaurants to choose from in Moon Valley.  The food is just okay but the worst thing is the service.  We just waited 35 minutes for a bowl of soup, a salad and a kids meal of chicken fingers and french fries.  If we weren't so desperate for someplace to eat in this area, I would never go there!"
"MTl8QNjnenumWaORnXhing","Tammy","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","5","2017-05-22 00:00:00","Well I have been around town pretty much I test everything and post reviews. And on that note I will NEVR post a bad review I will call the owner direct as it's not my choice to ruin any business.. I  love Adrianna .. and my favorite things are the sweet potato fries the spinach dip and the fried pickles omg !!!!! Not to mention I'm a real advocate on mutts nuts man I love that beer but it wasn't available tonight but I got the next best recommendation . So stop by on a night when u can and ask for Adrianna  
Humbly TK"
"Mt_hbOLexq5NUCaUXqhHgA","Jane","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","3","2013-07-20 00:00:00","Best flavor chili chicken wings when not overcooked. Delicious with ranch. I keep going back just for these! Could do with providing finger tip bowls or wipes though, the sauce gets all over your face. Yummy!"
"mui_ntL6zJCe7hpWvCzrUQ","Eric","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2017-09-21 00:00:00","If you need to plan any type of party then GameWorks needs to be your choice.  If you want a bowling party forget the casinos bowling centers get to GameWorks.  Contact Jonathon and he will get you taken care of. 

A huge shout out to Don and Adrian who took care of us.  I had another corporate event at GameWorks and of course it was awesome.  Great staff!"
"mVHBUqVxEn-SE6u3Ai4LwA","Jessica","BnuzcebyB1AfxH0kjNWqSg","Carrabba's Italian Grill","2","2013-06-27 00:00:00","The service was good. The restaurant was clean and the atmosphere was appealing. However, I wasn't at all impressed by the food. Sadly, I've had better Italian dishes from pizza shops in the area."
"MVumB--jghYqR5wFgBZGvA","Benny","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2017-07-28 00:00:00","good place to take the kids to run around in 

They have bowling 
they have a pool table 
They have a computer room 
with X box's and PS4's they have Couches sit and play the x box's and ps4's 
They have a restaurant with good food
And of course all the arcade games 

There is a deal of unlimited plays make sure to ask about it 

everytime we come to Vegas we stop by this spot to play with the kids

u need to see for ur self go check it out"
"MX4SInWQcb6QDZiZJLfubA","Julita","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2017-07-20 00:00:00","3D games no 3D glasses, about %25 of games or more are out of order, save your money. I always leave nice reviews when deserved. The bar looked good for adults and their new XD Dark Ride was the only fun game all other games are very outdated. We will not be returning very boring they need to put more experience games not worth the money hope management reads this and they make it fun for people one day."
"mYn168r789uidfdLbbmtbg","Michelle","tRVx2c89coruPRwYhGTcTw","Yuzu","4","2017-02-04 00:00:00","I went there for dinner on a Friday night and was able to quickly grab a table, despite the bar area being packed. The vibe was very chill and the drinks were VERY stiff--you know, the one and done kind of drink. It took the server a while to get to my table, but I wasn't in a hurry. 

After placing our order, the drinks and appetizer (yuzu fries!) came quickly. The entrees (vegan Buddha bowl, Bourbon chicken bowl) came out about halfway through the appetizer; perfect timing imho. Our server was pleasant and attentive, yet not over the top. 

One thing I think would make this place a little better, is if tofu/seitan/tempeh was available as a protein for vegan/vegetarian dishes. But overall, this place was great!

So, if you are into late 90s-early 2000s punk music and yummy rice bowls, this is the place for you."
"m_BJLAya0SVqeg1rgRwo5g","Jeremy","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2016-12-13 00:00:00","We decided to hsve our football banquet here and it was great. The planning was simple, and there event coordinator Samantha went above all expectations to accommodate my team and our guest, including a last minute change of date. We arrived to game works early to set up and everything was already set up and ready for us. Our party host Brittney was attentive to my guest, because a bunch of boys will undoubtedly spill a drink or two, and the food and drinks never ran dry. One of the biggest compliments from our parents was in regards to the food, they were all impressed on how good the food tasted, the Italian spread was delicious. I will definitely be back. Thanks again game works"
"N3oNEwh0qgPqPP3Em6wJXw","David","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2015-01-06 00:00:00","GameWorks is still the same GameWorks that was on the Strip. The prices are high, the games race car and shooter centric. The kids had a blast running around and playing the games. The Pac-Man air hockey was definitely the crowd favorite though. A mix between hungry hungry hippos and air hockey made for a hectic scavenging mess. It might lead to someone getting a face full of pucks, but it is always worth it to crush your rivals. The fighter jet game in a pod was also quite fun. Otherwise, I tend to go back to the tennis game. 

Besides the central room; there is a bowling alley, gamer room with computers and gaming systems. I didn't eat, but their drinks are really reasonable. To get a Hendricks and soda or a Bulleit and ginger beer was $16. Maybe I am so used to paying Strip prices, but it just doesn't sound too bad."
"n6ZmR12T0JA-YfOp4T9FgA","Eric","tRVx2c89coruPRwYhGTcTw","Yuzu","2","2016-09-11 00:00:00","I really wanted to enjoy this place. The idea is fantastic, the menu sounded awesome, the reviews were in general great. After a failed attempt at getting into Barroco, I remembered that I had seen great reviews for this place online and convinced my friends to give it a try.

We get in and the atmosphere was nice. It seemed laid-back, the waitresses and bartender were extremely nice and provided great service, and the seating area was well.. Ehh.. I don't know. Let me just say a little about the food.

I got a Korean Beef Bowl. I've had Korean beef from a Korean family. What I ate was not a Korean Beef Bowl. It was ground beef, sriracha, and rice. I'll give it to 'em though-- the rice was cooked well, and the beef had a good spice to it. It wasn't terrible, just not as flavorful as I had anticipated.. I enjoy rice.. I enjoy beef.. I enjoy Sriracha.. But I don't know.. It just wasn't quite up to par with anything I've had elsewhere. I also had a mixed drink.. It wasn't special, but it was good enough to get a buzz going. I again expected more flavor than was present. 

My friend got the Moroccan bowl.. It was rice, egg, some avocado, and a canned Mexican red salsa? He claims there was nothing Moroccan about it.. I'll take his word on it.

Now for the grand finale: my last friend got the Beef Ramen... Yeah... Ramen.. We immediately suspected that something had gone awry when they brought out a very tiny bowl.. Too tiny to house the typical ratio of broth to noodle that one would expect from a ramen dish. The beef was.. Well.. The same ground beef that was in my Korean beef bowl. The noodles.. Let's be honest, this was pretty much noodles with broth as an afterthought. 
I remember the look on his face when he took the first bite.. He looked like he was in pain. I had asked him if it was all right and he didn't even bother trying to lie. When he had finally given up and pushed the bowl to the side, I decided to try my mouth at this dish to see if it was as bad as he claimed.. It tasted like gravy with a consistency to match. The noodles were not fully cooked, but were mushy on the outside, almost as if they had been left sitting in cold water all night.. Fortunately the drink had put me in a good mood so we all got a nice laugh out of it.

My final verdict: 
Idea: 10/10
Execution: 4/10

The dishes are all great in theory, but the flavors need reworked. Definitely not too happy about the money that was spent. Sorry guys."
"N8OLhBnL_RFOhyvBu1m1xA","Renee","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","5","2015-06-08 00:00:00","Awesome local restaurant with wonderful service. We went for burgers and a glass of wine and was not disappointed. The staff went the extra mile to whip up a fried egg to top our Carolina BBQ Burger. The meat was well seasoned and cooked to perfection. We'll definitely come back for happy hour!"
"NaWSRaSwF8moJVT19tlZbg","Jessica","tRVx2c89coruPRwYhGTcTw","Yuzu","4","2016-09-23 00:00:00","4/5 for creativity. 5/5 for price point. 2.5/5 for execution.

I love the tapas idea and they price the items accordingly. I got the bento box with fried cauliflower and veggie ramen. Bento box came out in a Styrofoam take out container which I thought was a bit odd. The ""dessert"" was chocolate chips, in a little plastic sauce container, also odd. Overall not bad, the Wasabi aoli was pretty good.

The ramen, overall, was pretty good. This actually came in a real bowl, but the bowl was pretty small. Would have been nice to have more soup, I mean that's the point of ramen right?? The noodles themselves were pretty reasonable cooked although not perfect. The flavor was pretty damn good, though beans in ramen was a little odd. 

My friend got one of the rice bowls, which was pretty good, although it did have a sort of odd flavor or spice to it.

The drinks were delicious though! Only good things to say there.

So I'll definitely be back, but won't hold my expectations very high. From reading other reviews, seems like the quality can be inconsistent. Not sure what's happening in their kitchen, but if they can get their consistency better then it has the potential to be great."
"naXg1l25tKMN9H5wYRO-qg","Hadley","tRVx2c89coruPRwYhGTcTw","Yuzu","5","2016-09-08 00:00:00","Fantastic!! Who would suspect that this small local joint would be so good and delicious!
The atmosphere is laid back. The outdoor patio is awesome.  Nice view of the sky (sunset) and some trees for shading. Dogs welcome!!

The wait staff was very efficient and super nice.  Down to earth. Attentive. 

Our food was delicious.  Wasabi fires very tasty, not super hot - so don't be scared off.
Edamame beans?  I think that's what they were called. So very good and natural. Just the
right dusting of salt and spice. 
Skewered chicken and rice with roasted vegetables. Again, a wonderful blend of taste. 

I just stuck with the local beers.  But they had a list, I'll check out next time.  

Overall, it is not overly priced. Too many spots in Lakewood are getting hoyty-toyty and upper - crusted over. Know what I mean?  We just want a nice place to hang out with good food that isn't always typical bar food. And decent beer prices with a choice if we want something better than average. 

There was also a DJ. Not sure what type of music is usually played. But it was a little to hard for me - no metal please."
"nBDx2T9ChjKSOWiVE_RfFQ","Beau","gAy4LYpsScrj8POnCW6btQ","Toast Cafe","1","2016-01-02 00:00:00","Everyone swears by this place. Unfortunately it's dirty. Mimosa came with some bubbling black item in the glass. Then my plate had black debris on it also so I decided not to eat. Then when my party ordered and I said I would pass the big ass waitress rolled her eyes and gave me an attitude as if I did something wrong. She needs some manners or a good old fashioned ass kicking. Either way they just lost 6 customers for good. No food is worth eating if on dirty dishes and no place is worth going if the staff is rude."
"nBenF2ly5Ig285-9u_1EXA","Jodee","Pd52CjgyEU3Rb8co6QfTPw","Flight Deck Bar & Grill","5","2016-02-26 00:00:00","There is nothing more relaxing then looking over a golf course while enjoying lunch. The Flight Decks' location across Las Vegas Blvd from Town Square gives the added bonus of a Strip view. With an impressive menu which boasts a wonderful array of outside the box appetizers like fried green tomatoes and gourmet burgers & sandwiches, plus breakfast selections all day, I would like this newer eatery to remain my own secret dining spot, but I am certain it won't be hidden away for much longer. I thoroughly enjoyed my gourmet burger, fries, spinach salad w hot bacon dressing and tea. I shall return!"
"nbLYmUvi9uYIZy64TvcRyw","Ajae","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2015-11-08 00:00:00","Reserved my sister's birthday party online a week and a half in advanced. To secure your booking, they call you and get your card info & charge you half of what's due for a deposit. 

When they called me about the bowling party (it took a few times for us to finally get in touch) they asked me to pick two colors for party decor. 3 days before the party, they ask if we want to add any other guests or party platters.

The party was $25/kid and included 90 minutes of bowling, shoe rental, party decor, pizza, cookies, & soft drinks. Each person who RSVPd also got a one hour game card that they could start whenever they wanted, as long as it was the day of the party. 

There was a lot of seating & tables for all of the guests. There was even a separate table for presents. Our party of ~20 kids got 3 lanes to bowl. The food that came with the package was good enough for the kids + a few parents. The only extra food we ordered were nachos. 

Ebony was our server and she was so patient and friendly with our big group of 8-11 year olds. 

A few things you should know:
The party does not come with invites; however the manager Janai sent me their logo to work with for some 'DIY' invites.
Their goodie bags are very pricey at $5/kid, but again, Janai kindly let us bring our own. 

Overall, the experience was a fun one and I wouldn't have booked anywhere else this year."
"ndZOHkG_FWdL4TRd9xRfNQ","Tony","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","2","2017-03-19 00:00:00","1st time here. Came w my Unc bc Louies was closed! Why Louie Why??? 2 burgers 2 salads 2 iced teas 36.70 and still hungry!!! Burger is good, brioge bun is good, literally got 14 shoe string fries w my burger. It was ridiculous this huge plate should not have so much empty space on it. Will not be back"
"Neny31PWyOltlahHsf7Xpw","Adrianna","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","4","2016-07-18 00:00:00","I've found my favorite burger here! Try the steakhouse burger.. A burger covered in a smoked gouda cheese and mushrooms, slightly smothered in a yummy steak sauce, and topped off with some crispy onion strings. The truffle fries are just the added bonus! I also loved the apps.. Grab some fried pickle chips or some spinach artichoke dip. Definitely a great spot for a quick lunch bite or a nice dinner date."
"nEq6pT_DInTr9DLMT4O_Ug","Susan","FXHfcFVEfI1vVngW2gVOpw","Bampot House of Tea & Board Games","4","2017-07-13 00:00:00","A little gem in Toronto! Was surprised the second I stepped in bc you can take your shoes off and wear slippers (apparently you can also keep your shoes on if it's summer). 

Someone in an alcove was singing along to her guitar when we arrived. It was magical. 

We were told that we could explore the space and make ourselves comfortable wherever we liked. The owner came by and spent quite a while telling us about how he prepared his Bam Bam Chai, his ice teas, how he got the idea for Bampot. 

The curry we ordered was delicious. It tasted quite wholesome. I was surprised by how good the iced green tea was. It had a light lychee flavour (?) which made the tea perfect for summer.

Bampot also has a selection of boardgames which you can play at 1 boardgame for $3 (if you order a main). 

The only downside here is the wait for food. It's definitely not the place to go to if you're in a rush. 

Overall, it has a really special ambiance. Would definitely recommend checking it out if you're into teas and relaxing spaces with a Bohemian vibe."
"nfcBvVbzRqVU_qoq423gtg","Melissa","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","5","2014-04-06 00:00:00","I'm not sure why this place is getting bad reviews. The food is awesome! We started with the Greek meatballs. They were super tender and full of flavor. Being from the south, I couldn't get my eyes away from the pork loin sandwich. I was so happy with my choice. I especially liked the spicy pickles that accompanied the dish. My companion ordered the chicken fried steak and loved every bite."
"Nhk0jTP2gkU12G4LHJVR3A","Jessica","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2016-08-29 00:00:00","I don't understand why it has bad reviews at all. This place is so fun and great for both kids and adults! There's a bar in here, they server food, and though it's a little pricey, it's worth every dime! It's a great idea for a night out with your friends. You can just drink and enjoy time with your friends! I recommend coming here. It's right next to the theater and Guitar Center!"
"nIV1-sMoRFrnEtO1TUfLZQ","Mike","Pd52CjgyEU3Rb8co6QfTPw","Flight Deck Bar & Grill","1","2015-10-28 00:00:00","This restaurant has a new name it used to be called upper deck grill. Previous owner in restaurant was very friendly and have great menu. Staff and owner were very Golf friendly had great atmosphere and wonderful menu. New staff is not golf friendly and doesn't have same golf atmosphere. Taylor made should address this. Menu and prices are not as good as previous owners. Took way to long to get good and my appetizer came out with meal
When I complained they just didn't respond."
"NJqmAzerpbAIC0-VBclwgA","Kim","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","1","2011-05-07 00:00:00","I didn't have a clue that this was an upscale version of ""hooters"" when I went. I had the worst experience that I left and will never return.

I sat at the bar and their tap spewed out all over me twice!  it took them about 20 minutes to get me a drink of water.  After getting beer spilled on me twice, I left.  They didn't care- they were clueless & rude."
"NLX7OC9XpCSzlOBMG_lmeQ","Elle","1_3nOM7s9WqnJWTNu2-i8Q","Le Bistro Balmoral","4","2015-07-12 00:00:00","Great dinner and service last night. This is a non for profit restaurant that funds things like the Jazz festival. Our drinks, steak, veg burger, fruit cup and cream brule were great before some Just for Laughs weekend shows."
"nNpkJm7bzaw0NN-UpNzMsw","Jonathan","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","4","2014-10-08 00:00:00","Never had to pee so bad in my life. Here's my story...

Brick House is airy and rustic inside with a wood burning fire pit. We came at lunch and it was not busy. All of us opted for iced tea and we had a round on the table within seconds. The house salads were fresh and crispy...honey mustard dressing a bit sweet for my tastes. With just 2/3rds of a glass of iced tea our server asked if we wanted refills...we brushed him off and kept talking. I ordered the blackened mahi sandwich with fries. My colleagues both had the daily special chicken pot pie. As we waited another full round of iced tea arrived. We muttered our acceptances. The mahi was especially juicy and flavorful. In fact I hadn't had such a good piece of fish in this area. The pot pies were flaky and large, nearly 8 inches across with chunks of chicken breast, potatoes and carrots...this was savory goodness. Another round of iced teas arrived and I finally yielded, excusing myself to the restroom. The fries are seasoned well and plentiful...I felt like we got our monies worth for such a decent fish sandwich. As we prepared to pay the check, yet another round of iced teas arrives....this time in to-go cups! Good god man, apparently they need to get rid of this batch of iced tea!! Lol

Overall very tasty dishes with good service...will come again and perhaps drink beer next time."
"NNQ5ZJO8Vn4YG1G4nnbs-w","Mary","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2016-08-14 00:00:00","Not with another visit. Saturday nite not busy. Should have known. 1st wine on wine list Prosecco out. Went to Aiellos and they were out. How is an Italian restaurant out of  Prosecco?  Do not get the shrimp salad. The dressing is store bought, the shrimp was over cooked and was so bland. Asked for new and got worse. We sat at the bar only patrons, Husband only got water and had to asked for refills. Moscow Mule and bbq burger were tasty, hence the 1 star. Again not with another visit."
"nnXljc4ENgJblSXgovNTiA","James","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2015-08-22 00:00:00","Wasnt very impressed by this place. I have been here a couple times to get a drink with my girlfriend and play those ticket games. This time i decided to have some food and sit at a table. The server only had 5 tables total to watch over and he was extremely slow. We ordered the nacho appetizer and some egg rolls. The nachos came out at a decent time but the rolls came out after we were about finished eating. We had to wait another 20 mins for the waiter to get back with our bill so we could leave. Not a very fun experience. I think i might just take my money and go to a local bar instead"
"NoUbP44s22sRovuXub6ouA","Colleen","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","4","2012-11-08 00:00:00","I gladly pay the extra money to enjoy fantastic food, great atmosphere and most importantly the lack of unsupervised, uncontrolled, misbehaving children!  Just an FYI, the fries come with your burger and other sides come with the meal, so kudos to them for listening to the previous gripes and addressing them. 

I have been twice. I will be back again. It is a nice date spot, great dim atmosphere with some music, but you are able to carry on a conversation with ease.  And, like I noted before: lack of children.  The few I have seen were all well behaved and parentally managed.  The service was great both times, friendly, knowledgeable and attentive without hovering.

Give it a try and you may discover a new jewel of an eatery!"
"NrevV_Ku8WCNZC4tyzg7SA","Melissa","1_3nOM7s9WqnJWTNu2-i8Q","Le Bistro Balmoral","4","2016-07-19 00:00:00","I'm surprised to see so many negative reviews for this restaurant.  I have to admit that I live and work in the area, so I tend to stay away from it during prime tourist/jazz festival season since I can enjoy the restaurant at any time of the year.  While I can't comment on their food or service when they're running at full tilt, I would say it's not to be missed in the fall, winter, or even spring.  My experience has always been excellent and although the menu isn't inexpensive, I don't find that it's overly expensive for the quality of food and service that you receive.  Add the fact that it's a non profit and all the proceeds go to funding our amazing Jazz Festival every year, and it's a no brainer choice for a lovely meal in the Quartier des Spectacles."
"nrUQRMx6K-KJnoC15rMO2g","Tina","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2017-02-19 00:00:00","Brought my 3 children here on a Friday night. It is  loud so be prepared. 
We originally bought 2 cards with $20 on them. After 10 minutes I realized they would be out of money real quick SO I inquired on the food and play option ($15 for an hour with one food item or $22 for 2 hrs and one food item) . You have to order select food, pay and then you can get your card. We were not hungry but since they wouldn't just sell me a card for the time, I ordered a pizza to go and brought it out to my car. With the hour/ 2 hour card it is simply good for playing. You do not collect ""tickets"" or points. I wish they would simply offer time ( no points) or per credit ( tickets earned) without having to order food. 
The ""prizes"" are ok. I like that you can save the card and continue to save the points."
"NS3B17yHv2lBJfGuwSmVNw","Cindy","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2015-07-22 00:00:00","Meh!  Came here for the 1st time today to see if it would be a good option for a birthday party.  Boy, was I disappointed!  About a third of the games did not work!  It is pricey, but my kids love the games so I wasn't worried too much about the cost.  This place is quite small, I was expecting something larger.  From reading the reviews, they obviously don't care about fixing their games.  The place seemed clean though, employees nice, but detached and worried about taking selfies with giant stuffed animals."
"nTKG4pKf4w24KKBBsib8zw","Marissa","tRVx2c89coruPRwYhGTcTw","Yuzu","5","2016-05-23 00:00:00","This bar is such a cool space! We're so happy it took the place of Bonnie & Clyde's--which was smelly, dark, and overall not a place I ever wanted to be unless I was inebriated already. But Yuzu is a completely different vibe. 

Lots of seating, both bar space and a dining room, nice lighting (not too dark), and the music was at the perfect volume (perfect for having conversations without having to yell). Basically, it's a great place to come have a few drinks and sit and talk with friends. Definitely not the kind of bar to get wasted at (checkout the bar next door for that).  

As for the drinks, Yuzu really gets it right! The cocktail menu is extensive and we had a really hard time deciding what to try. We ended up going with 3 am Snap Stories, Florida Georgia Lime, and Gojira. Totally recommend all of them, but my favorite was 3 am Snap Stories. It's a tropical drink and perfect for summer. Everything was priced really well, not too expensive for craft cocktails. 

Didn't try any food but we plan to go back and change that. Someone next to us got the fries which looked and smelled so good. And everything else we saw coming out of the kitchen looked and smelled good as well. 

The bar staff was really friendly and very attentive. They were really helpful when we had questions about the drinks. Our favorite bartender from B&C's was there serving too, which was cool. 

If you're looking for a place in Lakewood to have some good food, drinks, and chill with friends then definitely check out Yuzu!"
"NwD3wqGB4RhAMVRy27duQQ","Jenny","BnuzcebyB1AfxH0kjNWqSg","Carrabba's Italian Grill","3","2014-09-14 00:00:00","Nice place.. great food. Friendly service. . Love their zucchini fritters. Kid friendly. ."
"nWnhUbojbjem_8Rq5aMYWw","M","FXHfcFVEfI1vVngW2gVOpw","Bampot House of Tea & Board Games","4","2015-03-31 00:00:00","What a surprising, wonderful find. I had walked by this place so many times, vaguely curious but never venturing in. I'm so glad I did. It's like walking into Narnia, skylights and cozy nooks built out of pillows and lovely wood, plants everywhere. Huge tea menu, $5 + seems pricey for a cup of tea at first, but they're actually served in beautiful hand made pots that keep the tea at a perfect hot temperature with enough to sit and sip for a couple of hours. I never partook in the food or the board games while I was there ( though I appreciate that there isn't a cover for anyone who walks in like some games cafes. They only charge if you decide to play) but the food menu looked great and I'm excited to go back and sample it. Thanks for creating an oasis in the annex guys, I'll be back soon!"
"NzxlYHt3C2sMDTYGfVdgYA","Sheldon","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2017-09-06 00:00:00","Me and a buddy came here cuz we had the same day off to just relax and have some fun. We decided to bowl a couple games. We asked for a waitress to take our food and drinks orders. It took them 15 minutes to send someone. She took out order and it took another 10 minutes to get a soda? Keep in my mind the establishment is empty! We didn't get our food till we were done bowling. I had to have someone go find the waitress. This place is a waste of my money! If I could give it zero starts I would've!"
"o-fVXiK0UIkbCfTm-i4dSw","N","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2016-12-28 00:00:00","WORST ARCADE IVE EVER BEEN TOO. WORST BARTENDER CUSTOMER SERVICE EVER. AND ALL OF IT HAPPENED ON CHRISTMAS DAY.

First off, I went with my gf on xmas to kill some time and I shit u not, we couldnt find a single machine that wasnt broken one way or another. the shooting games only one side worked properly and the vr game the door wouldnt shut completely constantly opening and slamming ending up with a tear in my gfs cloths.

it doesnt stop there....then we gave up on trying to enjoy their dog shit arcade so we went to drink and the bartender seemed like he hated his life and never asked us if we needed anything. constantly had to wave him down. it was not busy AT ALL on xmas at this shithole excuse of an arcade.

DO NOT GO HERE. ITS THE REMNANTS OF WHAT USED TO BE A GOOD ARCADE WHEN THEY WERE LOCATED ON THE STRIP!!!"
"o7WgWeXOSuNS0mGpBXkeEw","Jason","n7V4cD-KqqE3OXk0irJTyA","GameWorks","2","2014-08-08 00:00:00","I was honestly expecting a lot more from these guys having been to the original GameWorks on the Strip. First off, let me start off with the arcade game selection. Not much of a looker. Compared to the old GameWorks, the selection is a fraction of what used to be and half the games weren't functioning correctly either. Also the useless bar/restaurant area composes half of this GameWorks. That's right, they put more effort into building an eatery rather than getting decent GAMES. The E-Sports arena was pretty decent and the bowling area looked cool as well.

Be prepared to spend at least $20+ if you wish to have a decent experience as the GameWorks cards no longer work by hours. They work by a points system instead and the games range between 4-11 points. Overall, these guys need improvement if they wish to retain their former glory."
"Oaz5MJJpL9pT67gRJ1ipqw","Darryl","rDMptJYWtnMhpQu_rRXHng","McDonald's","1","2013-05-03 00:00:00","The quest is over, we just found the slowest Mickey D's drive thru in the western civilized world!"
"ObQr-7aoLCrN8IP1alPisw","Kelly","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2012-09-09 00:00:00","The place looked interesting thought Id give it a try, bad idea.  Service is average - Food NOT good.  Burger was dry flavor bland and on horrible bread.  Even didnt like the fries really??? The price of the burgers a bit high.  Best burger Ive had in town is the GRIND costs $12, bad burgers should be $7-8."
"OBWQBu8A0TZ1dNofSUK2hQ","Bella","1K4qrnfyzKzGgJPBEcJaNQ","Chula Taberna Mexicana","2","2017-08-29 00:00:00","1. I'm pretty sure the bartender forgot to put alcohol in my cocktail, it tasted like juice. 
2. We asked to be moved several times because the AC was blowing so hard and switching tables didn't help. Our waitress also told us that they need to keep the temperature down because they get hot running around serving customers... umm what? The place wasn't busy, she wasn't running around, and also how do other places keep a comfortable temperature?"
"oegRUjhGbP62M18WyAL6pQ","Carl","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2017-05-31 00:00:00","They gotta do better. With everything. Service. Food. Prices. The games. Literally half the game don't work. The staff fixing them tells me he doesn't know when it's gonna be fixed. The basketballs at he basketball game is all flat. They wouldn't refill my card when a game charged me and didn't even let my kids play. Oh. And they charge a liver and a kidney for a small quesadilla. Terrible service. Just terrible"
